,placa,ESTADO_VENTA,Marca,Referencia,Modelo,KILOMETRAJE,id_veh,PRECIO_VENTA,Clase,valor_asegurado,Ciudad
236,AEJ652,Usados,Chevrolet,Tracker,2014,,489,44075000.0,,,Bogotá
237,ZQR363,Usados,Mazda,Cx3,2017,,5606082,72138625.0,CAMIONETA PASAJ.,76500.0,Cali
238,WYB097,Nuevos,Renault,Duster [2],2024,,8006066,90107086.0,CAMIONETA PASAJ.,0.0,Barranquilla
239,ORQ625,Usados,Chevrolet,Spark [3],2011,,1601240,24300000.0,AUTOMOVIL,26200.0,Cartagena
240,KQB852,Nuevos,Jmc,Jx,2023,,15804023,101990000.0,CAMION,94500.0,Bucaramanga
241,KVF503,Usados,Ford,Edge,2013,52474.0,3008046,51600000.0,CAMPERO,46000.0,Bucaramanga
242,PMA000,Usados,Renault,Duster,2017,,8006053,60225000.0,CAMIONETA PASAJ.,54300.0,Medellín
243,KXZ684,Usados,Chevrolet,Sail,2013,,1601258,27400000.0,AUTOMOVIL,28100.0,Bucaramanga
244,PDS921,Usados,Mazda,2 [2],2013,,5601124,36600000.0,AUTOMOVIL,35200.0,Barranquilla
245,VFQ431,Usados,Kia,Rio,2020,,4601258,57000000.0,AUTOMOVIL,52700.0,Bogotá
246,THU967,Usados,Ford,Ecosport [2],2016,,3006130,50800000.0,CAMIONETA PASAJ.,43800.0,Medellín
247,NDH169,Usados,Chevrolet,Spark [3],2015,,1601274,32200000.0,AUTOMOVIL,32600.0,Bucaramanga
248,PKD041,Usados,Renault,Koleos [1],2015,11111.0,8006059,48200000.0,CAMIONETA PASAJ.,48200.0,Villavicencio
249,WLL531,Nuevos,Chevrolet,Beat,2019,,1601322,40300000.0,AUTOMOVIL,38700.0,Ibagué
250,TRP618,Usados,Mazda,Cx5 [fl],2022,,5606086,121200000.0,CAMIONETA PASAJ.,111700.0,Medellín
251,TIA551,Usados,Chevrolet,Spark [3],2016,,1601275,34307000.0,AUTOMOVIL,32700.0,Soacha
252,MSO308,Usados,Chevrolet,Spark [3],2018,,1601304,38800000.0,AUTOMOVIL,36000.0,Cali
253,UMG924,Nuevos,Kia,Rio,2022,,4601262,69450000.0,AUTOMOVIL,61500.0,Cúcuta
254,TCW588,Nuevos,Kia,Picanto [3],2023,,4601252,56400000.0,AUTOMOVIL,55600.0,Cúcuta
255,VAR946,Nuevos,Jmc,Jx,2021,,15804023,78500000.0,CAMION,78500.0,Cali
256,AVV247,Usados,Mitsubishi,L200 Sportero,2018,70713.0,6221026,125100000.0,PICKUP DOBLE CAB,114900.0,Villavicencio
257,IEP350,Nuevos,Chevrolet,Nhr [1],2024,,447,148957000.0,,,Bogotá
258,FHM803,Nuevos,Jac,Hfc1035,2022,,11312058,88400000.0,FURGON,88400.0,Cali
259,OOE789,Usado,NISSAN,altima,1999,,6401114,21600000.0,AUTOMOVIL,0.0,Cali
260,DHZ397,Nuevos,Bmw,X3,2022,,808057,218100000.0,CAMPERO,173600.0,Soledad
261,LVS911,Usados,Chevrolet,Captiva,2017,,1606211,52700000.0,CAMIONETA PASAJ.,43100.0,Medellín
262,FCV925,Usados,Chevrolet,Sail,2015,,1601291,29600000.0,AUTOMOVIL,27600.0,Soledad
263,PIU523,Nuevos,Volkswagen,Nivus,2023,,9206082,113990000.0,CAMIONETA PASAJ.,83800.0,Bogotá
264,JTO702,Usados,Chevrolet,Spark [3],2020,,407,40400000.0,,,Cartagena
265,NRX486,Nuevos,Toyota,Fortuner [2],2021,,9006173,194500000.0,CAMIONETA PASAJ.,189600.0,Cali
266,ZHN492,Usados,Chevrolet,Sail,2014,,1601256,29700000.0,AUTOMOVIL,27700.0,Cali
267,YRP455,Nuevos,Mazda,Cx30,2023,,5606097,93350000.0,CAMIONETA PASAJ.,0.0,Bogotá
268,KBR964,Usados,Mazda,Cx30,2022,50067.0,5606100,109300000.0,CAMIONETA PASAJ.,87700.0,Cartagena
269,OUX870,Nuevos,Karry,Yoyo,2023,,41807001,65990000.0,CAMIONETA REPAR,46500.0,Cúcuta
270,JPW305,Nuevos,Jmc,Jx,2023,0.0,15804028,134990000.0,CAMION,132500.0,Cali
271,UYX060,Nuevos,Ktm,390,2023,,2265,36609000.0,,,Cúcuta
272,NRW577,Nuevos,Citroen,C4 [3],2022,,1806038,91990000.0,CAMIONETA PASAJ.,66700.0,Medellín
273,TKI222,Usados,Ford,Ecosport [2],2020,26248.0,1125,64200000.0,,,Medellín
274,GTQ804,Usados,Ford,Fusion [3],2012,,3001121,41900000.0,AUTOMOVIL,39300.0,Medellín
275,YPN783,Usados,Mazda,3 [3],2016,,5601142,59800000.0,AUTOMOVIL,56800.0,Ibagué
276,NLE119,Usados,,,2022,97713.0,8321004,118400000.0,PICKUP DOBLE CAB,0.0,Bogotá
277,NPO117,Usados,Chevrolet,Sail,2014,,1601254,27500000.0,AUTOMOVIL,27400.0,Cúcuta
278,KUH736,Nuevos,Mazda,Cx30,2024,4674.0,5606111,123600000.0,CAMIONETA PASAJ.,123600.0,Bogotá
279,LWZ949,Usados,Dodge,Journey,2013,,2406045,47300000.0,CAMIONETA PASAJ.,42100.0,Soledad
280,JOV667,Usados,Nissan,Qashqai [3],2016,,6406127,65300000.0,CAMIONETA PASAJ.,57100.0,Medellín
281,MEC434,Usados,Ford,Fiesta [4],2015,,3001137,40100000.0,AUTOMOVIL,36800.0,Bucaramanga
282,JDI754,Nuevos,Mercedes Benz,Atego,2022,,15804012,297300000.0,CAMION,0.0,Bogotá
283,GEP679,Usados,Ford,Fusion [3],2014,,3001134,54900000.0,AUTOMOVIL,51300.0,Bucaramanga
284,XLO025,Nuevos,Mazda,Cx30,2025,,183559,115150000.0,,,Bucaramanga
285,MRJ877,Usados,Ford,Fiesta [4],2012,,3001124,30700000.0,AUTOMOVIL,29500.0,Bogotá
286,BUE180,Nuevos,Bmw,X3,2023,,806049,244900000.0,CAMIONETA PASAJ.,257300.0,Bogotá
287,RYE132,Nuevos,Kia,Picanto [3],2025,,4601318,64490000.0,AUTOMOVIL,0.0,Cúcuta
288,SDS369,Usados,Toyota,Fortuner [2],2020,,9006170,181800000.0,CAMIONETA PASAJ.,154500.0,Ibagué
289,BVP951,Nuevos,Kia,Cerato Forte,2013,0.0,4601134,39200000.0,AUTOMOVIL,37600.0,Bogotá
290,MSX842,Usados,Nissan,Np 300 Frontier [2],2019,,6421067,108400000.0,PICKUP DOBLE CAB,97100.0,Barranquilla
291,ZIP016,Nuevos,Volkswagen,Tiguan [fl],2022,,9206094,178990000.0,CAMIONETA PASAJ.,126800.0,Bogotá
292,SYA817,Usados,Renault,Stepway,2022,,8001210,62500000.0,AUTOMOVIL,61300.0,Bogotá
293,BBV158,Usados,Renault,Duster,2017,30250.0,8006053,60400000.0,CAMIONETA PASAJ.,54300.0,Soacha
294,MLG452,Nuevos,Jetour,X70,2025,,43506003,99990000.0,CAMIONETA PASAJ.,108800.0,Cali
295,YBM269,Nuevos,Renault,Duster [2],2024,0.0,8006073,97145196.0,CAMIONETA PASAJ.,92700.0,Bogotá
296,XQD005,Nuevos,Hyundai,Tucson,2019,,3206103,91400000.0,CAMIONETA PASAJ.,81500.0,Cali
297,CDV600,Nuevos,Renault,Captur,2018,,8006056,71500000.0,CAMIONETA PASAJ.,60500.0,Bogotá
298,JTQ531,Usados,Chevrolet,Spark [3],2013,,1601240,28600000.0,AUTOMOVIL,30100.0,Bogotá
299,MMZ439,Usados,Chevrolet,Spark [3],2017,,1601304,37800000.0,AUTOMOVIL,34200.0,Cúcuta
300,XPS943,Nuevos,Mercedes Benz,Gle 450,2022,,5806073,355900000.0,CAMIONETA PASAJ.,294700.0,Cúcuta
301,TGD349,Usados,Chevrolet,Spark [3],2019,,1601325,38800000.0,AUTOMOVIL,39500.0,Cúcuta
302,OXC348,Usados,Suzuki,S.presso,2023,37010.0,189034,42900000.0,,,Bogotá
303,NYS707,Usados,Chevrolet,Spark [3],2016,,1601275,32018838.0,AUTOMOVIL,32700.0,Cúcuta
304,LKB762,Nuevos,Chevrolet,Tracker,2014,,1606222,47000000.0,CAMIONETA PASAJ.,37100.0,Cúcuta
305,OCI485,Nuevos,Suzuki,S-cross [2],2024,769.0,8806028,119400000.0,CAMIONETA PASAJ.,98600.0,Medellín
306,TSN140,Usados,,,2023,18056.0,1606245,79900000.0,CAMIONETA PASAJ.,87600.0,Bogotá
307,BDN131,Usados,Nissan,March,2015,,6401219,33200000.0,AUTOMOVIL,32300.0,Medellín
308,EUO930,Nuevos,Nissan,March,2022,,6401258,58200000.0,AUTOMOVIL,58100.0,Bogotá
309,GKX927,Usados,Nissan,Versa,2020,33300.0,6401250,51200000.0,AUTOMOVIL,51300.0,Bogotá
310,RFK117,Nuevos,Volkswagen,Polo [6],2024,,9201282,64990000.0,AUTOMOVIL,64400.0,Bogotá
311,YCQ052,Usados,Hyundai,Creta [fl],2022,,3206111,79000000.0,CAMIONETA PASAJ.,77600.0,Cartagena
312,JME561,Nuevos,Suzuki,Swift [4],2020,18222.0,8801053,41500000.0,AUTOMOVIL,47100.0,Soledad
313,SJC364,Nuevos,Mazda,Mx30,2023,9978.0,5606112,163815000.0,CAMIONETA PASAJ.,117900.0,Bogotá
314,UDP173,Nuevos,Nissan,Versa [2],2022,,6401244,74990000.0,AUTOMOVIL,70200.0,Bogotá
315,ZHP469,Usados,Ford,Fiesta [4],2012,,3001126,31000000.0,AUTOMOVIL,30600.0,Bogotá
316,EXH040,Nuevos,Karry,Yoyo,2023,,41807001,58990000.0,CAMIONETA REPAR,46500.0,Bogotá
317,JVU900,Usados,Chevrolet,Captiva,2017,,1606211,52700000.0,CAMIONETA PASAJ.,43100.0,Bogotá
318,YKX328,Nuevos,Nissan,X Trail [t32],2022,,6406144,144990000.0,CAMIONETA PASAJ.,128700.0,Bucaramanga
319,WLI195,Nuevos,Kia,K3,2025,,4601831,92990000.0,,,Cali
320,OMZ636,Usados,Mercedes Benz,Cla 180,2016,,5801301,87135000.0,AUTOMOVIL,87700.0,Cúcuta
321,KVK722,Usados,Renault,Duster,2016,,8006033,46200000.0,CAMIONETA PASAJ.,43700.0,Bogotá
322,KHK097,Nuevos,Jmc,Jx,2022,,15804026,89870000.0,CAMION,94100.0,Bogotá
323,RMG483,Nuevos,Volkswagen,T-cross,2025,,9206086,97990200.0,CAMIONETA PASAJ.,0.0,Cali
324,QPS473,Usados,Citroen,C4 [2],2020,,1806037,72512000.0,CAMIONETA PASAJ.,68900.0,Bucaramanga
325,AYJ115,Nuevos,Mg,Zs,2021,,6106005,87300000.0,CAMIONETA PASAJ.,73900.0,Bogotá
326,CBC224,Nuevos,Foton,Frr-s,2022,,18904066,133490000.0,CAMION,162300.0,Bucaramanga
327,MQQ049,Nuevos,Mazda,2 [2],2024,,5601171,88457000.0,AUTOMOVIL,0.0,Bogotá
328,VGZ619,Usados,Renault,Sandero,2011,,8001119,22700000.0,AUTOMOVIL,23800.0,Medellín
329,QVE943,Nuevos,Volkswagen,Nivus,2021,,9206083,83549000.0,CAMIONETA PASAJ.,75900.0,Barranquilla
330,BHX447,Usados,Chevrolet,Spark [3],2011,,1601189,21400000.0,AUTOMOVIL,18400.0,Cúcuta
331,KOV359,Usados,Renault,Captur,2021,,8006056,85300000.0,CAMIONETA PASAJ.,74800.0,Bogotá
332,ZUQ350,Usados,Chevrolet,Spark [3],2017,,1601304,37800000.0,AUTOMOVIL,34200.0,Cúcuta
333,PUJ961,Nuevos,Chevrolet,Onix [2],2022,,1601339,61000000.0,AUTOMOVIL,57100.0,Cúcuta
334,QYA638,Usados,Jeep,Renegade,2020,21250.0,4206065,70800000.0,CAMIONETA PASAJ.,65600.0,Ibagué
335,RZU172,Nuevos,Audi,Q3 [2],2022,,606053,164900000.0,CAMIONETA PASAJ.,132200.0,Bucaramanga
336,VRO513,Nuevos,Chevrolet,Blazer,2021,111522.0,1606242,160000000.0,CAMIONETA PASAJ.,135100.0,Bogotá
337,VKE072,Usados,Mazda,2 [2],2018,22239.0,5601157,62800000.0,AUTOMOVIL,55600.0,Bogotá
338,GYG031,Usados,,,2023,,11311040,140952385.9701,CHASIS,0.0,Bogotá
339,GKC170,Nuevos,Mazda,3 [3],2024,,5601183,112750000.0,AUTOMOVIL,0.0,Medellín
340,WVV827,Nuevos,Renault,Logan [2],2018,0.0,8001183,42200000.0,AUTOMOVIL,41200.0,Ibagué
341,LWC959,Nuevos,Mazda,Cx30,2023,,5606102,113980000.0,CAMIONETA PASAJ.,0.0,Medellín
342,MRW965,Nuevos,Ducati,Multistrada,2021,,2717087,74000000.0,MOTOCICLETA,77100.0,Santa Marta
343,LPS867,Usados,Ford,Escape [3],2017,36477.0,3008060,73513333.0,CAMPERO,72200.0,Soacha
344,JOS284,Usados,Nissan,March,2014,,6401209,34900000.0,AUTOMOVIL,33900.0,Ibagué
345,JOG662,Usados,Ford,Fiesta [4],2012,,3001124,30700000.0,AUTOMOVIL,29500.0,Cartagena
346,EKC797,Nuevos,Renault,Logan [2] [fl],2020,,8001200,43500000.0,AUTOMOVIL,42700.0,Bogotá
347,SEI175,Nuevos,Renault,Kardian,2025,,8006093,95140000.0,CAMIONETA PASAJ.,88400.0,Santa Marta
348,QVS043,Usados,Mazda,3 [3],2015,,5601139,51600000.0,AUTOMOVIL,50800.0,Soledad
349,NAI747,Nuevos,Hyundai,Graviti,2023,,3201377,61700000.0,AUTOMOVIL,62500.0,Bogotá
350,HWX020,Nuevos,Nissan,March,2022,,6401256,55400000.0,AUTOMOVIL,50600.0,Barranquilla
351,BNR235,Usados,Toyota,Prado [lc 150],2019,,9008220,244375000.0,CAMPERO,254700.0,Cúcuta
352,MJO221,Usados,,,2019,,35406006,62282880.0,CAMIONETA PASAJ.,44300.0,Barranquilla
353,BPZ261,Usados,Ram,700,2023,,40821008,69500000.0,PICKUP DOBLE CAB,71900.0,Bogotá
354,ZME961,Nuevos,Foton,Frr-s,2023,179879.0,18904066,163990000.0,CAMION,165600.0,Cúcuta
355,JLU405,Nuevos,Suzuki,S-cross,2020,,8806016,68200000.0,CAMIONETA PASAJ.,63000.0,Ibagué
356,CDV959,Usados,Nissan,Kicks,2017,,6406130,59400000.0,CAMIONETA PASAJ.,54700.0,Medellín
357,PDN363,Usados,Ford,Edge,2011,54761.0,3008047,49700000.0,CAMPERO,53600.0,Villavicencio
358,CUW264,Nuevos,Renault,Stepway,2018,0.0,8001193,53000000.0,AUTOMOVIL,46900.0,Cartagena
359,RWF213,Usados,Chevrolet,Sail,2015,,1601256,30000000.0,AUTOMOVIL,27900.0,Medellín
360,YUD846,Usados,Chevrolet,Captiva,2011,119873.0,1606213,31700000.0,CAMIONETA PASAJ.,31500.0,Cúcuta
361,KCD039,Usados,Nissan,Np 300 Frontier [2],2021,,6421067,129223667.0,PICKUP DOBLE CAB,111800.0,Santa Marta
362,RJR805,Nuevos,Kia,Seltos,2025,3276.0,4606166,127990000.0,CAMIONETA PASAJ.,124600.0,Barranquilla
363,NQD479,Nuevos,Chevrolet,Onix [2],2023,,1601341,59300000.0,AUTOMOVIL,59100.0,Soacha
364,SAS922,Nuevos,Ford,Escape [4],2021,,3006151,139500000.0,CAMIONETA PASAJ.,105300.0,Medellín
365,KHM576,Usados,Chevrolet,Sail,2015,,1601257,28500000.0,AUTOMOVIL,28400.0,Bogotá
366,KDI673,Usados,Kia,Rio R,2016,,4601197,41400000.0,AUTOMOVIL,38100.0,Medellín
367,CER774,Usados,Chevrolet,Sail,2017,,1601256,33900000.0,AUTOMOVIL,32000.0,Medellín
368,DVH222,Nuevos,Kia,Sonet,2025,,223321,109990000.0,,,Cúcuta
369,BIR320,Nuevos,Jac,Hfc1037,2023,,11321007,106800000.0,PICKUP DOBLE CAB,150000.0,Bogotá
370,OKK357,Nuevos,Chevrolet,Spark [3],2017,0.0,1601274,35000000.0,AUTOMOVIL,35600.0,Bogotá
371,RGL369,Nuevos,Ford,Ranger [3],2023,,3021093,179368500.0,PICKUP DOBLE CAB,160000.0,Cúcuta
372,MUG096,Usados,Bmw,M240i,2020,,801396,160975000.0,AUTOMOVIL,156900.0,Cali
373,SGP790,Nuevos,Bmw,X1,2022,,806029,167800000.0,CAMIONETA PASAJ.,142100.0,Bogotá
374,BHS503,Nuevos,Citroen,C4 [2],2024,,1806038,92300000.0,CAMIONETA PASAJ.,79500.0,Cúcuta
375,ZUV851,Usados,Renault,Duster,2017,60880.0,8008014,59800000.0,CAMPERO,53900.0,Barranquilla
376,LVF774,Usados,Chevrolet,Sail,2016,,1601146,29100000.0,AUTOMOVIL,0.0,Soacha
377,ODX760,Nuevos,Nissan,Kicks,2024,,6406133,103200000.0,CAMIONETA PASAJ.,0.0,Bogotá
378,FJH252,Nuevos,Volkswagen,Taos,2022,0.0,9206088,117200000.0,CAMIONETA PASAJ.,107400.0,Medellín
379,YMT017,Usados,Renault,Sandero,2012,,8001117,27400000.0,AUTOMOVIL,27600.0,Pereira
380,QTF601,Nuevos,Nissan,Kicks,2024,,2780,91495050.0,,,Bogotá
381,SIU480,Usados,Kia,Rio R,2016,,4601203,40700000.0,AUTOMOVIL,37500.0,Bogotá
382,YJM488,Usados,Chevrolet,Sonic,2013,,1601262,31300000.0,AUTOMOVIL,28400.0,Bucaramanga
383,UFX121,Nuevos,Ford,Escape [3],2020,,3006124,88014000.0,CAMIONETA PASAJ.,0.0,Cartagena
384,DMT762,Usados,Mazda,3 [3],2017,,5601140,59800000.0,AUTOMOVIL,52300.0,Soledad
385,JOI660,Usados,Chevrolet,Sail,2014,,1601254,27500000.0,AUTOMOVIL,27400.0,Cali
386,OER143,Usados,Chevrolet,Spark [3],2016,,1601281,25300000.0,AUTOMOVIL,25600.0,Bogotá
387,BVN599,Nuevos,Chevrolet,Sail,2013,,1601255,21900000.0,AUTOMOVIL,27100.0,Cali
388,HQL289,Usados,Mitsubishi,Montero Sport [5],2018,90000.0,6206090,136400000.0,CAMIONETA PASAJ.,131800.0,Medellín
389,ORD204,Usados,Kia,Sportage [4],2017,,4606101,83000000.0,CAMIONETA PASAJ.,70600.0,Bogotá
390,FBX546,Nuevos,Jmc,Jx,2023,,15804028,128990000.0,CAMION,132500.0,Cali
391,FZY170,Usados,Renault,Duster,2016,,8006034,49575000.0,CAMIONETA PASAJ.,47200.0,Ibagué
392,FAN023,Nuevos,Chevrolet,Captiva,2016,,1606211,47000000.0,CAMIONETA PASAJ.,39200.0,Villavicencio
393,KQT690,Usados,Chevrolet,Spark [3],2019,,1601325,38800000.0,AUTOMOVIL,39500.0,Cali
394,XKD644,Usados,Nissan,Qashqai [3],2019,,6408119,96923000.0,CAMPERO,80200.0,Ibagué
395,VZH253,Nuevos,Ford,Expedition [4],2021,32082.0,3008064,276700000.0,CAMPERO,248500.0,Ibagué
396,RXF525,Usados,Chevrolet,Spark [3],2011,,1601240,24300000.0,AUTOMOVIL,26200.0,Barranquilla
397,VWT353,Nuevos,Renault,Logan [2],2016,0.0,8001183,41600000.0,AUTOMOVIL,35700.0,Cali
398,ZYJ940,Usados,,,2023,7700.0,1601333,60000000.0,AUTOMOVIL,0.0,Cartagena
399,WFH476,Usados,Renault,Duster,2019,,8008014,64225000.0,CAMPERO,62100.0,Cartagena
400,WUL640,Usados,Chevrolet,Onix [2],2021,,1601339,58500000.0,AUTOMOVIL,53300.0,Soacha
401,HST668,Usados,Kia,Picanto [3],2018,,4601253,41500000.0,AUTOMOVIL,42900.0,Medellín
402,RCX791,Usados,Chevrolet,Onix [2],2023,,1601341,59300000.0,AUTOMOVIL,59100.0,Ibagué
403,TCO391,Usados,Renault,Logan,2012,,8001134,19900000.0,AUTOMOVIL,24300.0,Cartagena
404,QYM443,Nuevos,Mazda,Cx5 [fl],2024,,5606105,145500000.0,CAMIONETA PASAJ.,126500.0,Cartagena
405,ZWQ471,Usados,Volkswagen,Virtus,2020,20539.0,9201253,48700000.0,AUTOMOVIL,45000.0,Bogotá
406,GQI887,Nuevos,Chevrolet,Onix [2],2022,,1601339,61000000.0,AUTOMOVIL,57100.0,Medellín
407,HNY801,Usados,Chevrolet,Tracker,2014,,1606222,41700000.0,CAMIONETA PASAJ.,37100.0,Bogotá
408,DHR291,Nuevos,Chevrolet,Blazer,2022,,1606242,152900000.0,CAMIONETA PASAJ.,144900.0,Medellín
409,HSP520,Nuevos,Mercedes Benz,A 200,2014,,5801258,58600000.0,AUTOMOVIL,59900.0,Cartagena
410,CPD146,Nuevos,Volkswagen,Virtus,2022,,9201255,56990000.0,AUTOMOVIL,66900.0,Bogotá
411,LJV009,Usados,Volkswagen,Polo [5],2024,,9201258,65000000.0,AUTOMOVIL,64300.0,Barranquilla
412,ZDR331,Usados,Renault,Sandero,2017,1.0,8001181,34865000.0,AUTOMOVIL,36300.0,Bogotá
413,OYC095,Usados,Ford,Fiesta [4],2016,,3001149,43600000.0,AUTOMOVIL,40100.0,Cali
414,VXQ456,Nuevos,Ford,Ranger,2022,,3021072,110000000.0,PICKUP DOBLE CAB,0.0,Medellín
415,UIX714,Nuevos,Renault,Captur,2020,0.0,8006055,75300000.0,CAMIONETA PASAJ.,64300.0,Bogotá
416,QEY342,Usado,TOYOTA,corolla,2025,,9001065,108500000.0,AUTOMOVIL,0.0,Bogotá
417,XVM124,Usados,Volkswagen,Jetta [5],2015,,9201125,37500000.0,AUTOMOVIL,35100.0,Cali
418,TGG749,Nuevos,Volkswagen,Gol [7],2017,,9201230,47900000.0,AUTOMOVIL,43800.0,Medellín
419,RUZ247,Nuevos,Mazda,Cx30,2022,,5606100,96700000.0,CAMIONETA PASAJ.,87700.0,Bucaramanga
420,XOW648,Nuevos,Volkswagen,T-cross,2024,,9206085,102990000.0,CAMIONETA PASAJ.,93500.0,Cali
421,OSM227,Nuevos,Ford,Ranger [3],2023,,3021082,159800000.0,PICKUP DOBLE CAB,160000.0,Santa Marta
422,TIG272,Usados,Mazda,3 [3],2018,,5601142,67300000.0,AUTOMOVIL,65400.0,Bogotá
423,JOH496,Nuevos,Jmc,Jx,2023,,15811528,92829000.0,,,Bogotá
424,DKH268,Nuevos,Mazda,2 [2],2017,,5601157,58320000.0,AUTOMOVIL,51700.0,Barranquilla
425,KMZ968,Usados,Volkswagen,Gol [3],2016,,3858,27900000.0,,,Ibagué
426,KVG634,Nuevos,Volkswagen,T-cross,2022,,9206077,107990000.0,CAMIONETA PASAJ.,0.0,Barranquilla
427,PQV049,Usados,Ssangyong,Actyon [2],2016,,8306039,55400000.0,CAMIONETA PASAJ.,51600.0,Bogotá
428,OVA635,Nuevos,Renault,Duster [2],2024,,8006066,90880394.0,CAMIONETA PASAJ.,0.0,Barranquilla
429,UDE839,Nuevos,Bmw,128ti,2024,,801447,184900000.0,AUTOMOVIL,154400.0,Cali
430,NKJ969,Nuevos,Mazda,2 [2],2019,850.0,5601164,57700000.0,AUTOMOVIL,55900.0,Medellín
431,FGJ931,Nuevos,Kia,Sportage [4],2024,,4606151,121400000.0,CAMIONETA PASAJ.,119600.0,Cartagena
432,YIW920,Usados,,,2019,,8001171,47776425.906,AUTOMOVIL,42800.0,Santa Marta
433,AYB144,Nuevos,Chevrolet,Bolt,2023,,1601352,141990000.0,AUTOMOVIL,171000.0,Barranquilla
434,OZL567,Usados,,,2018,67612.0,6406131,55000000.0,CAMIONETA PASAJ.,63600.0,Cartagena
435,XZG447,Usados,Renault,Stepway [2],2017,,8001177,45000000.0,AUTOMOVIL,43800.0,Cali
436,JHH528,Usados,Mercedes Benz,Glc 250,2019,,5806050,164700000.0,CAMIONETA PASAJ.,164700.0,Medellín
437,HRP853,Usados,Mazda,Cx5 [fl],2022,31203.0,5606086,124700000.0,CAMIONETA PASAJ.,111700.0,Medellín
438,UAW525,Usados,Ford,Ecosport [2],2015,,3006127,48800000.0,CAMIONETA PASAJ.,43400.0,Soledad
439,JXX836,Usados,Bmw,X3,2016,,808036,109000000.0,CAMPERO,96000.0,Soledad
440,HDB649,Usados,Toyota,Fortuner [2],2021,,9006173,183468750.0,CAMIONETA PASAJ.,189600.0,Cartagena
441,RJT866,Usados,Volkswagen,Gol [5],2018,22285.0,9201223,42300000.0,AUTOMOVIL,39200.0,Cali
442,KYD924,Usados,Chevrolet,Spark [3],2012,,1601240,27700000.0,AUTOMOVIL,29200.0,Soacha
443,FRA277,Nuevos,Chevrolet,Spark [3],2014,0.0,1601274,27000000.0,AUTOMOVIL,30800.0,Pereira
444,YNN091,Nuevos,Mazda,Cx5 [fl],2023,2.0,5606107,155500000.0,CAMIONETA PASAJ.,132800.0,Soacha
445,MIC113,Nuevos,Kia,Picanto [3],2022,,4601249,42900000.0,AUTOMOVIL,42800.0,Medellín
446,AAE459,Usados,Ford,Fiesta [4],2014,,3001136,36500000.0,AUTOMOVIL,33600.0,Soledad
447,XPD437,Nuevos,Jac,Hfc1036kn,2023,,11312065,95100000.0,FURGON,106500.0,Soledad
448,GEB597,Usados,Ford,Explorer [3],2008,,3021032,52800000.0,PICKUP DOBLE CAB,43000.0,Medellín
449,YEA158,Usados,Mitsubishi,Asx [fl],2020,49952.0,6206093,89000000.0,CAMIONETA PASAJ.,93600.0,Cartagena
450,REN130,Usados,Renault,Sandero,2011,,8001138,27000000.0,AUTOMOVIL,28000.0,Soacha
451,XDC917,Nuevos,Kia,Picanto [3],2022,,4601254,52500000.0,AUTOMOVIL,53800.0,Bucaramanga
452,CKY947,Usados,Mazda,Cx5 [fl],2016,53465.0,5608006,80300000.0,CAMPERO,84800.0,Cartagena
453,TWU329,Nuevos,Mazda,Cx5 [fl],2024,,2461,118464000.0,,,Cali
454,WXH162,Nuevos,Renault,Duster [2],2022,,8006063,70900000.0,CAMIONETA PASAJ.,69400.0,Bogotá
455,TNO654,Nuevos,Suzuki,S-cross [2],2024,,3505,106500000.0,,,Cali
456,TJR621,Usados,,,2023,,18926017,205017600.0,VOLQUETA,0.0,Soacha
457,KZC802,Usados,Renault,Logan [2],2017,,8001189,35300000.0,AUTOMOVIL,35700.0,Barranquilla
458,PZQ497,Nuevos,Jetour,X70,2023,0.0,43506001,100000000.0,CAMIONETA PASAJ.,88200.0,Cúcuta
459,DGD223,Usados,Chevrolet,Dmax [3],2017,,1621090,94700000.0,PICKUP DOBLE CAB,97500.0,Cúcuta
460,JAZ100,Nuevos,Hyundai,Tucson,2019,,3206102,85500000.0,CAMIONETA PASAJ.,92400.0,Cali
461,YWN487,Nuevos,Bmw,G 310,2024,,817069,32990000.0,MOTOCICLETA,30800.0,Cúcuta
462,YBV612,Usados,Mercedes Benz,Glc 250,2019,39678.0,5806065,165100000.0,CAMIONETA PASAJ.,176100.0,Medellín
463,ESP209,Nuevos,Volkswagen,T-cross,2022,,9206086,89990000.0,CAMIONETA PASAJ.,0.0,Soledad
464,PZE603,Nuevos,Mazda,2 [2],2021,,5601155,59300000.0,AUTOMOVIL,0.0,Medellín
465,VFH405,Nuevos,Volkswagen,Constellation,2022,0.0,9222086,345842000.0,REMOLCADOR,434600.0,Soledad
466,AFO373,Nuevos,Jmc,Jx,2022,0.0,15804023,84200000.0,CAMION,84200.0,Bucaramanga
467,WEM610,Nuevos,Volkswagen,Gol [5],2022,,9201273,56700000.0,AUTOMOVIL,57500.0,Cali
468,NGR097,Usados,Mercedes Benz,Gle 300 D,2020,,5806072,196000000.0,CAMIONETA PASAJ.,218900.0,Soacha
469,WVL651,Usados,Mazda,Cx5 [fl],2022,22246.0,5606089,118100000.0,CAMIONETA PASAJ.,133500.0,Cali
470,CQT130,Usados,Renault,Stepway,2022,,8001208,59600000.0,AUTOMOVIL,59000.0,Bogotá
471,PTN176,Nuevos,Piaggio,Vespa,2023,,7017025,12990000.0,MOTOCICLETA,14100.0,Medellín
472,FAS029,Usados,Chevrolet,Sail,2016,,1601256,31700000.0,AUTOMOVIL,30400.0,Bogotá
